"Timestamp"	"Age"	"Sex"	"Height"	"Weight"	"Shoe.size"	"Eye.Color"	"Smoking"	"Smoking.How.many.per.day"	"Videogames"	"TV..hours.per.week."	"Internet..hours.per.week."	"Books..how.many.per.year."	"Sport..hours.per.week."	"Pet"	"Faculty"	"Friends.on.Facebook"	"Sleep..hours.per.night."	"PetBird"	"PetCat"	"PetDog"	"PetFish"	"Petno"	"PetOther"	"PetRodent"
"3.4.2011 14:57:19"	20	"male"	186	88	43	"blue"	"no"	0	"yes"	3	10	6	6	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.4.2011 16:47:52"	19	"female"	171	68	38	"green"	"no"	0	"no"	6	15	NA	5	"Fish"	"Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"3.5.2011 14:25:30"	20	"female"	163	50	38	"brown"	"no"	0	"no"	0.5	5	6	4	"Fish"	"Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"3.5.2011 18:45:02"	20	"male"	186	77	45	"brown"	"no"	0	"no"	8	15	3	8	"Cat, Dog, Bird"	"Medicine"	NA	NA	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.6.2011 20:44:29"	20	"female"	168	47	38	"green"	"no"	0	"no"	8	14	2	1	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.7.2011 9:15:16"	20	"male"	171	59	40	"brown"	"no"	0	"yes"	2	15	10	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.7.2011 14:32:27"	20	"male"	178	65	41	"blue"	"no"	0	"no"	2	7	2	5	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.7.2011 14:44:30"	20	"female"	168	54	38	"brown"	"no"	0	"yes"	20	25	7	4	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.7.2011 18:52:32"	20	"female"	168	65	40	"blue"	"no"	0	"yes"	8	10	50	12	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.7.2011 19:45:09"	20	"female"	164	50	37	"blue"	"no"	0	"no"	13	20	30	15	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.7.2011 23:43:55"	21	"male"	196	81	46	"blue"	"no"	0	"yes"	2	63	3	7	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.8.2011 11:35:40"	20	"female"	174.5	57	40	"brown"	"no"	0	"no"	2	2	25	7	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.8.2011 13:52:07"	20	"female"	167	75	40	"green"	"yes"	4	"yes"	0	7	4	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.8.2011 16:37:00"	20	"female"	156	45	36	"brown"	"no"	0	"yes"	5	20	15	4	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.8.2011 16:43:43"	23	"female"	158	53	38	"brown"	"yes"	5	"no"	0	14	6	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.8.2011 16:51:23"	20	"female"	173	57	39	"brown"	"no"	0	"no"	5	7	14	7	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.8.2011 19:22:12"	20	"female"	170	68	39	"brown"	"no"	0	"no"	7	10	10	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.8.2011 20:05:25"	20	"female"	165	53	38	"brown"	"no"	0	"yes"	3	5	3	4	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.9.2011 9:03:07"	20	"female"	162	75	38	"blue"	"no"	0	"yes"	2	10	20	2	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.9.2011 9:04:42"	20	"female"	160	57	37	"green"	"no"	0	"no"	3	12	7	3	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.9.2011 12:24:16"	20	"male"	183	70	43	"blue"	"no"	0	"no"	8	50	4	8	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.9.2011 13:42:48"	20	"female"	185	67	41	"brown"	"no"	0	"no"	2	20	4	6	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.9.2011 17:09:40"	23	"male"	174	75	42	"green"	"no"	0	"no"	14	7	0	7	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.9.2011 17:25:09"	20	"female"	167	56	39	"other"	"no"	0	"no"	4	18	8	5	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.9.2011 17:48:54"	21	"female"	167	55	38	"brown"	"no"	0	"no"	7	14	5	2	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.9.2011 19:30:59"	20	"female"	175	65	39	"green"	"no"	0	"no"	7	7	20	3	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.9.2011 19:31:25"	20	"female"	175	65	39	"green"	"no"	0	"no"	7	7	20	3	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.9.2011 20:53:48"	20	"male"	178	73	41	"blue"	"no"	0	"no"	10	24	5	18	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.9.2011 21:16:26"	20	"female"	160	50	38	"brown"	"no"	0	"no"	7	7	30	4	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.9.2011 21:36:07"	20	"female"	163	50	38	"brown"	"no"	0	"no"	5	30	20	5	"Fish"	"Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"3.9.2011 22:19:49"	20	"female"	167	53	38	"brown"	"no"	0	"no"	1	6	3	3	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.9.2011 23:18:32"	20	"male"	180	66.4	44	"other"	"no"	0	"yes"	0	63	10	7	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.9.2011 23:43:30"	20	"female"	170	60	38	"brown"	"no"	0	"no"	0	80	5	0	"Dog, Fish, Bird"	"Medicine"	NA	NA	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"
"3.10.2011 8:20:13"	20	"female"	162	58	37	"blue"	"no"	0	"no"	4	3	10	4	"Cat, Dog, Fish"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"
"3.10.2011 9:12:58"	20	"female"	170	63	39	"brown"	"no"	0	"yes"	3	12	4	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 10:14:48"	20	"male"	177	78	45	"brown"	"no"	0	"yes"	3	28	5	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 10:43:37"	21	"male"	186	76	43	"green"	"no"	0	"yes"	2	30	10	5	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 11:06:04"	21	"male"	180	84	43	"blue"	"no"	0	"no"	4	10	5	2	"Cat, Dog"	"Dental Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 11:37:35"	21	"female"	170	59	38	"blue"	"no"	0	"no"	4	24	2	0	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 12:03:07"	20	"female"	168	52	38	"brown"	"no"	0	"no"	7	10	5	4	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 15:43:15"	20	"male"	177	65	41	"other"	"no"	0	"no"	1	20	10	5	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 15:49:48"	20	"male"	194	83	46	"blue"	"yes"	25	"no"	2	5	15	5	"Fish"	"Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"3.10.2011 15:53:37"	20	"male"	175	67	43	"brown"	"no"	0	"yes"	10	15	3	10	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 15:59:29"	20	"female"	170	63	39	"brown"	"no"	0	"no"	2	8	10	9	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 16:43:02"	20	"female"	168	58	38	"brown"	"no"	0	"yes"	7	3	10	6	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.10.2011 16:52:57"	20	"female"	178	57	38.5	"brown"	"no"	0	"yes"	5	20	12	1	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 17:16:54"	20	"male"	190	100	46	"brown"	"no"	0	"yes"	4	14	10	4	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 17:18:18"	20	"female"	164	57	38	"green"	"no"	0	"no"	7	10	4	8	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.10.2011 17:18:46"	20	"female"	162	53	38	"brown"	"no"	0	"no"	15	5	5	2	"Bird, Rodent"	"Medicine"	NA	NA	"Yes"	"No"	"No"	"No"	"No"	"No"	"Yes"
"3.10.2011 18:16:27"	20	"male"	182	65	41	"blue"	"no"	0	"no"	0	30	0	0	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 18:24:44"	20	"male"	175	65	43	"green"	"no"	0	"no"	10	20	19	2	"Rodent"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"
"3.10.2011 18:24:52"	20	"male"	175	65	43	"green"	"no"	0	"no"	10	20	19	2	"Rodent"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"
"3.10.2011 19:18:05"	20	"female"	165	50	37	"green"	"no"	0	"no"	0	10	7	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 19:42:23"	20	"female"	165	57	40	"brown"	"yes"	1	"no"	1	30	30	5	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.10.2011 19:55:49"	20	"female"	171	56	39	"brown"	"no"	0	"no"	5	9	20	3	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 20:01:57"	21	"female"	176	65	41	"brown"	"no"	0	"no"	5	10	5	2	"Cat, Dog"	"Dental Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 22:17:56"	20	"female"	177	58	41	"brown"	"no"	0	"yes"	2	7	7	7	"Cat, Dog, Fish"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"
"3.10.2011 22:19:36"	20	"female"	170	60	40	"blue"	"no"	0	"no"	0.5	21	15	7	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 22:38:20"	20	"female"	175	NA	39	"green"	"no"	0	"no"	3	5	15	2	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 22:40:43"	19	"female"	165	55	38	"green"	"no"	0	"yes"	2	14	10	1	"Cat, Dog, Other"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"
"3.10.2011 22:53:10"	20	"male"	191.5	92.5	47	"brown"	"no"	0	"yes"	8	10	10	5	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.10.2011 23:12:47"	20	"female"	173	62	39	"other"	"no"	0	"yes"	15	5	10	2	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.10.2011 23:37:33"	20	"female"	163	52	38	"brown"	"yes"	2	"no"	2	21	5	2	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.10.2011 23:40:07"	20	"female"	168	65	41	"other"	"yes"	1	"no"	7	5	5	2	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.11.2011 0:14:40"	23	"male"	174	75	42	"green"	"no"	0	"no"	6	7	5	7	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.11.2011 14:41:46"	21	"male"	189	78.5	46	"brown"	"no"	0	"no"	25	50	5	14	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.11.2011 20:42:52"	19	"female"	174	65	39	"brown"	"no"	0	"no"	10	13	5	3	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.12.2011 0:16:01"	20	"female"	170	60	38	"green"	"no"	0	"no"	0.5	10	25	3	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.12.2011 0:17:18"	20	"female"	170	60	38	"green"	"no"	0	"no"	3	12	25	3	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.12.2011 9:08:59"	20	"female"	170.5	54	39	"other"	"no"	0	"no"	5	56	5	12	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 12:11:30"	20	"female"	172	65	39	"blue"	"no"	0	"yes"	20	20	15	1	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.12.2011 12:36:56"	20	"male"	192	93	46	"brown"	"no"	0	"yes"	10	35	2	7	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 12:45:16"	20	"male"	192	95	46	"brown"	"no"	0	"yes"	10	35	2	7	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 15:25:34"	20	"male"	170	60	40	"brown"	"no"	0	"yes"	2	15	10	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 15:44:09"	19	"male"	177	81	43	"brown"	"yes"	7	"no"	4	25	4	1	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 16:55:57"	20	"male"	177	90	43	"green"	"no"	0	"no"	6	30	4	5	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.12.2011 16:56:15"	20	"male"	177	90	43	"green"	"no"	0	"no"	6	30	4	5	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.12.2011 18:11:48"	21	"female"	167	54	38	"brown"	"no"	0	"no"	3	5	8	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 18:22:37"	20	"female"	166	65	40	"blue"	"no"	0	"no"	1	10	5	9	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 19:21:54"	20	"female"	164	54	38	"green"	"no"	0	"no"	1	25	1	6	"Cat, Other"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"No"
"3.12.2011 19:31:33"	20	"female"	164	55	39	"brown"	"no"	0	"no"	0	40	20	5	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.12.2011 20:25:33"	24	"male"	173	70	43	"green"	"no"	0	"yes"	2	5	10	8	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.12.2011 20:50:51"	20	"female"	170	56	38	"brown"	"no"	0	"no"	2	35	15	10	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.12.2011 21:29:06"	20	"female"	168	60	38	"brown"	"no"	0	"no"	2	14	20	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 0:08:46"	20	"female"	164	63	38	"green"	"no"	0	"no"	2	4	20	6	"Rodent"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"
"3.13.2011 0:09:09"	20	"female"	164	63	38	"green"	"no"	0	"no"	2	4	20	6	"Rodent"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"
"3.13.2011 9:00:33"	21	"female"	171	63	41	"other"	"no"	0	"no"	4	7	10	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 10:53:55"	20	"female"	170	61	39	"blue"	"no"	0	"no"	1	20	10	5	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 11:07:12"	20	"male"	183	73	45	"green"	"no"	0	"no"	8	20	5	7	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.13.2011 11:20:27"	22	"male"	180	80	42	"brown"	"no"	0	"yes"	2	7	0	8	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 11:40:02"	20	"male"	175	73	42	"blue"	"no"	0	"yes"	8	15	2	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 12:13:24"	20	"male"	182	79	43	"blue"	"no"	0	"yes"	4	50	1	15	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.13.2011 12:32:28"	21	"female"	176	59	39	"brown"	"no"	0	"no"	5	21	6	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 12:37:42"	22	"male"	185	80	45	"green"	"no"	0	"yes"	3	10	10	0	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.13.2011 12:37:51"	22	"male"	185	80	45	"green"	"no"	0	"yes"	3	10	10	0	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.13.2011 13:13:46"	20	"female"	177	69	41	"brown"	"no"	0	"yes"	1	10	50	10	"Cat, Dog, Fish, Bird, Other"	"Medicine"	NA	NA	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"No"
"3.13.2011 15:48:46"	20	"female"	164	48	36	"brown"	"no"	0	"no"	9	6	60	14	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 16:20:31"	20	"male"	185	88	46	"blue"	"yes"	6	"yes"	4	14	10	10	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.13.2011 16:24:49"	22	"female"	175	63	41	"blue"	"no"	0	"yes"	3	20	40	2	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.13.2011 16:55:55"	20	"female"	172	68	40	"blue"	"no"	0	"no"	4	12	15	6	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.13.2011 18:34:24"	21	"male"	187	95	44	"brown"	"no"	0	"no"	6	10	20	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 18:49:04"	20	"male"	183	66	41	"blue"	"no"	0	"no"	0	30	0	0	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 18:49:26"	20	"female"	174	57	38	"blue"	"no"	0	"no"	3	2	10	1	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.13.2011 18:55:39"	20	"male"	183	66	41	"blue"	"no"	0	"no"	0	30	0	0	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 19:06:37"	20	"male"	180	85	45	"brown"	"no"	0	"no"	14	14	10	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 19:40:40"	20	"female"	173	51	39	"green"	"no"	0	"no"	20	1	30	2	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 19:52:24"	20	"female"	168	56	37	"brown"	"no"	0	"no"	10	30	5	1	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 20:11:24"	20	"female"	165	57	39	"green"	"no"	0	"yes"	2	14	10	4	"Dog, Fish"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"
"3.13.2011 20:55:10"	21	"female"	174	56	39	"green"	"no"	0	"no"	5	7	25	2	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.13.2011 21:48:29"	20	"male"	184	84	43	"green"	"no"	0	"yes"	1	3	6	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.14.2011 7:29:12"	21	"male"	191	85	46	"brown"	"no"	0	"yes"	4	20	4	25	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.14.2011 8:04:14"	20	"female"	160	60	38	"brown"	"no"	0	"no"	0	25	40	0	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.14.2011 8:30:00"	20	"male"	173	70	42	"other"	"no"	0	"yes"	40	25	4	8	"Cat, Dog, Other"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"
"3.14.2011 10:03:56"	20	"male"	185	81	45	"brown"	"no"	0	"no"	0.2	14	15	14	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.14.2011 10:44:03"	22	"male"	184	95	45	"blue"	"yes"	2	"yes"	5	15	10	10	"Dog, Fish"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"
"3.14.2011 14:06:55"	20	"female"	170	62	39	"green"	"no"	0	"no"	0	5	10	7	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.14.2011 17:56:16"	20	"male"	186	76	44	"green"	"no"	0	"yes"	4	10	5	6	"Cat, Rodent"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"Yes"
"3.14.2011 18:40:33"	20	"female"	176	64	41	"blue"	"no"	0	"no"	2	7	5	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.14.2011 19:00:36"	20	"female"	174	67	40	"blue"	"no"	0	"no"	5	15	10	7	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.14.2011 21:44:02"	20	"male"	176	76	42	"green"	"no"	0	"yes"	1	10	10	5	"Cat, Fish, Other"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"
"3.14.2011 22:13:23"	20	"female"	170	54	38	"blue"	"no"	0	"no"	2	10	15	5	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.15.2011 11:00:15"	20	"female"	160	59	39	"blue"	"no"	0	"no"	0	7	2	5	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.15.2011 12:05:20"	21	"female"	175	68	40	"other"	"no"	0	"no"	4	14	12	3	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.15.2011 12:53:04"	20	"female"	185	67	41	"brown"	"no"	0	"no"	2	20	4	10	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.15.2011 13:45:09"	21	"female"	167	60	37	"green"	"no"	0	"yes"	5	7	10	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.15.2011 16:13:28"	20	"female"	165	80	40	"brown"	"no"	0	"no"	5	20	10	3	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.15.2011 18:54:24"	20	"female"	177	62	39	"brown"	"no"	0	"no"	0	30	8	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.15.2011 22:28:01"	20	"female"	170	60	42	"green"	"no"	0	"yes"	3	6	28	6	"Dog, Fish, Rodent, Other"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
"3.15.2011 22:32:00"	20	"female"	165	48	36	"green"	"no"	0	"yes"	0	20	2	4	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.16.2011 8:41:46"	19	"female"	167	56	37	"brown"	"yes"	6	"yes"	1	20	8	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.16.2011 12:07:43"	20	"female"	170	66	40	"brown"	"no"	0	"no"	0	7	20	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.16.2011 13:39:01"	20	"male"	179	78	45.5	"brown"	"no"	0	"yes"	3.5	50	4	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.16.2011 17:55:42"	20	"female"	162	57	37	"blue"	"no"	0	"no"	2	20	4	5	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.17.2011 1:03:48"	20	"female"	165	65	39	"blue"	"no"	0	"no"	0	35	5	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.18.2011 19:02:08"	21	"female"	171	63	41	"brown"	"no"	0	"no"	5	10	10	6	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.19.2011 10:19:21"	20	"female"	157	60	39	"blue"	"no"	0	"no"	4	12	40	2	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
